
Navn	Møde	Broder Bay	Broder Borum	Broder Goul	Broder Gyldenløve	Broder Holmberg	Broder Kirk	Broder Kruse	Broder Løvstad	Broder Olsen	Broder Ringtved	Broder Søgaard	Broder Veje	Broder Nielsen	Broder Bach	Godt og vel	Præcis	Bedste øl	std. Afv.	Stiv?	Bryggeri	Vol	Type	Undertype	IBU
Kyritzer Mord und Totschlag	2014	5	4		4,5	5	4,5		3,5	5	4					4,5	4,4375		0,526634		Klosterbrauerei Neuzelle	7,20%	Schwarzbier		
Funky Buddha Hop Gun IPA	2014	3	3		2,5	4,5	2		4,5	5	3					3,5	3,4375		1,01358		Funky Buddha Brewery	7,00%	IPA	American	50
Kapuziner Weissbier	2014	2	3		2	2	3,5		2,5	3	2					2,5	2,5		0,559017		Kulmbacher Brauerei	5,40%	Hefeweizen		13
Aecht Schlenkerla Rauchbier	2014	4,5	3,5		5	5,5	2,5		5	5,5	5					4,5	4,5625		0,982265		Schlenkerla	5,10%	Rauchbier		30
Maisels Weisse	2014	3	2		3,5	3,5	3,5		4	3,5	3					3,5	3,25		0,559017		Brauerei Hebr. Maisel	5,20%	Hefeweizen		12
AC/DC Premium Beer	2014	3,5	1		2	3	2,5		1,5	3	2,5					2,5	2,375		0,780625		Karlsberg Brauerei	5,00%	Lager	Pale	15
Echt Veldensteiner	2017	3	3	3	3		3	3,5		3	3	2,5		3,0	3		0,235702		Kaiser Bräu	5,40%	Lager	Munich Dunkel
Viking, Hvide Sande	E2019		4	3,5	4,5	3,5		4		2,5		3	4		3,5	3,625		0,599479	Ja	Hvide Sande Bryghus	5,50%	Brown Ale	
Æbleskrog, Hvide Sande	E2019		3	3	3	5		3,5		2		2	3		3,0	3,0625		0,881671	Ja	Hvide Sande Bryghus	5,00%	Pale Ale	International	
Bersærk Pilsner	E2019		4,5	4	4	4		2		3,5		3,5	3,5		3,5	3,625		0,695971	Ja	Hvide Sande Bryghus	4,80%	Pilsner	
Tørfisk Pilsner	E2019		4,5	2,5	4,5	4,5		4,5	4,5	3,5		4,5	4,5		4,0	4,166667		0,666667	Ja	Hvide Sande Bryghus	4,80%	Pilsner	
Ulven Kommer	E2019		2,5	3	5	4,5		2	2,5	4,5		4,5	2,5		3,5	3,444444		1,091493	Nej	Hvide Sande Bryghus	6,00%	Dark Ale	
Christmas Night Dubbel	E2019		4,5	4	4,5	4		1,5	1,5	3,5		2	3,5		3,0	3,222222		1,15737	Nej	Hvide Sande Bryghus	6,00%	Belgian Dubbel	
Schneider Weisse	F2020	4	5		5,5	4		4,5	5	5	5	5	4	5		4,5	4,727273		0,509902	Ja	G. Schneider & Sohn	8,20%	Bock		16
Delirium Nocturium	F2020	3,5	4		2	3,5		3	3,5	4	4,5	3	5,5	3,5		3,5	3,636364		0,895824	Nej	Delirium - Huyghe Brewery	8,50%	Dark Ale	Belgian Strong	26
Scottish Oat Stout	F2020	3,5	3,5		4	5		2,5	4,5	4	4	3	3	2,5		3,5	3,590909		0,714143	Nej	Belhaven Brewery	7,00%	Stout	Oatmeal	32
Thy Økologisk Humle	F2020	4	2		6	4,5		3	4	5	5	5,5	3,5	5		4,5	4,318182		1,145644	Ja	Thy Bryghus	5,80%	Lager	Pale	
La Trappe Quadrupel	F2020	4	3		2,5	4		3,5	5	5	3,5	5,5	6	5,5		4,0	4,318182		1,077033	Nej	Bierbrouwerij De Koningsh	10%	Belgian Quadrupel	22
Delirium Argentum	F2020	4	5,5		3	4,5		5	4,5	5,5	4,5	3	4	5		4,5	4,409091		0,838153	Ja	Delirium - Huyghe Brewery	7%	IPA	Belgian	48
Mekanikeren	E2020	3	3	3	2	2		2,5	3,5	3		2	2	2	3	2,5	2,583333		0,538516	Nej	Syndikatet	4,00%	Blonde Ale		30
Nordfeld Guld	E2020	4	4	3	4,5	5		3,5	4	4		4,5	4	5	5	4,0	4,208333		0,522015	Ja	Bryghuset Møn	5,70%	Lager	Pale	
Strandløven	E2020	3,5	3	3,5	3,5	4		3	2,5	4,5		2	3	4	3	3,5	3,291667		0,680074	Ja	Syndikatet	5%	Weissbier	Witbier	20
Sommerspirets Lakrids Stout	E2020	2	0,5	4,5	2	4		2	5	2		5	5	4,5	4,5	3,5	3,416667		1,584298	Nej	Bryghuset Møn	5,10%	Stout	
Chrills Pils	E2020	3,5	3	3,5	3	3		3	4,5	4		5	5	5	4	4,0	3,875		0,782624	Ja	Goulden Brewery	5,90%	IPA	
Alaryk, Biére d'Hiver	E2020	3	5,5	1,5	2,5	4		4	1,5	4,5		3	0,5	4	3,5	3,0	3,125		1,466288	Ja	Brasserie Artisanale	6%	Winter Ale		20
The Stonewall Inn	F2021	4	3	2,5	2,5	3,5		3	3		2,5		3	3,0	3		0,5	Ja	Brooklyn Brewery	4,60%	IPA	
Dunkles Weissbier	F2021	3	2	2,5	2	2		3	3,5	2,5	6		4,5	3,0	3,090909		1,188941	Nej	Mecklenburger	5,40%	Weissbier	
Alfheim Galar	F2021	3	3,5	3,5	3,5	4		4	3,5	4	4		2,5	3,5	3,545455		0,333333	Nej	Bryggeriet Frejdahl	4,80%	Red Ale	
Cortes Extra	F2021	1	1	2,5	4	4,5		4	4	3,5	5		2,5	3,0	3,181818		1,376612	Ja	Van Purs	6,00%	Pilsner	Tequila	
St. Omer	F2021	3	1,5	4	1	2,5		2	3,5	3	3		2,5	2,5	2,590909		0,906084	Ja	Brasserie Goudale	8,00%	Lager	Strong	
Triple Secret des Moines	F2021	4	3,5	4,5	3	3		4,5	3	4	5		4,5	4,0	3,909091		0,707107	Ja	Abbaye De Crespin	8,00%	Belgian Tripel	Blonde	
NEIPA	F2021	4	3,5	4	3	4		4,5	3,5	4	6		3,5	4,0	4		0,797372	Ja	Goulden Brewery	7,10%	IPA	New England	
51st State IPA	E2021	2,5	2,5	3	1,5	2,5		2	3,5	2,5	3	2,5	2,5	1,5		2,5	2,458333		0,49793	Nej	O'Hara's Brewery	6,00%	IPA	New England	40
Celebration	E2021	5	4	4,5	6	5		4,5	5	5	4	5	4	4,5		5,0	4,708333		0,578542	Ja	Aarhus Bryghus	6,50%	Pale Ale	
The Grim Ripa	E2021	4	2,5	5	3	4,5		2	3	3,5	4,5	5	4,5	3,5		3,5	3,75		0,985431	Ja	Midtfynsk Bryghus	9,00%	IPA	Stout	
Abt 12	E2021	5	4,5	5,5	5	6		5,5	4,5	5	5,5	6	5	5,5		5,0	5,25		0,493763	Ja	Brouwerij St. Bernardus	10,00%	Belgian Quadrupel	22
Donker Winter Ale	E2021	3	2,5	3,5	2,5	4		4	3,5	4	2,5	3	3	3		3,0	3,208333		0,578542	Ja	Jacobsen	8,90%	Belgian Quadrupel	23
Stone Dayfall Belgian White	F2022	4,5	4	4,5	4		4	5	4,5		6	5		5,0	4,611111		0,634306	Ja	Stone Brewing	5,50%	Weissbier	Witbier	13
Texas Porter	F2022	2,5	4	5,5	5		3	3,5	3,5		4,5	3		4,0	3,833333		0,949918	Ja	Lakewood Brewing Co.	5,46%	Porter	American	35
Enter Night	F2022	3,5	4	3,5	3		2,5	4	3		3	4		3,5	3,388889		0,496078	Ja	Stone Brewing	5,70%	Pilsner		45
TropiCannon	F2022	5	4,5	5,5	3		4	4,5	2,5		6	3		4,5	4,222222		1,111024	Nej	Heavy Seas Beer	7,25%	IPA	American	45
Hobgoblin Legendary Ruby Beer	F2022	4	4	4	3		4,5	4	4		4	4		4,0	3,944444		0,390312	Ja	Wychwood Brewery	5,20%	Brown Ale	English	32
Young's Double Chocolate Stout	F2022	4,5	3	5	5,5		4	3	5,5		2	4		4,0	4,055556		1,210307	Nej	Eagle Brewery	5,20%	Stout	Milk	25
Limburgse Witte True Original	F2022	3,5	2,5	2	1,5		2,5	2	3,5		1	4,5		3,0	2,555556		0,826797	Nej	Brouwerij Cornelissen	5,00%	Weissbier	Witbier	15
